慢,16,màn4,A,slow; slowly
房间,16,fáng2 jiān1,N,room
把,16,bǎ3,Prep,(denoting the disposal of something)
拿,16,ná2,V,take; hold; get
新实用汉语课本,16,xīn1 shí2 yòng4 hàn4 yǔ3 kè4 běn3,PN,New Practical Chinese Reader
期,16,qī1,N,period of time
杂志,16,zá2 zhì4,N,magazine
查,16,chá2,V,check; look up
款,16,kuǎn3,N,sum of money
热闹,16,rè4 nao5,A,lively; bustling with noise and excitement
生活,16,shēng1 huó2,V,live/life
电,16,diàn4,N,electricity
目录,16,mù4 lù4,N,catalogue; list
续借,16,xù4 jiè4,V,renew
罚,16,fá2,V,punish; penalize
罚款,16,fá2 kuǎn3,VO,impose a fine or forfeit/fine
翻译,16,fān1 yì4,V,translate; interpret
老人,16,lǎo3 rén2,N,the elderly; the aged; old man or woman
考,16,kǎo3,V,give or take an exam; to test
考试,16,kǎo3 shì4,V,give or take an exam/exam
职业,16,zhí2 yè4,N,occupation; profession
脑,16,nǎo3,N,brain
自己,16,zì4 jǐ3,Pr,oneself
茶楼,16,chá2 lóu2,N,tearooms; tea house
表,16,biǎo3,N,form; table; list
证,16,zhèng4,N,certificate; card
课本,16,kè4 běn3,N,textbook
过,16,guò4,V,pass
过期,16,guò4 qī1,VO,be overdue
还,16,huán2,V,give back; return
钥匙,16,yào4 shi5,N,key
长,16,cháng2,A,long
问答,16,wèn4 dá2,N,questions and answers
阅览室,16,yuè4 lǎn3 shì4,N,reading room
预定,16,yù4 dìng4,V,to reserve; to book
馆,16,guǎn3,N,shop; place for cultural activities
一定,17,yí2 dìng4,Adv,must; surely
丝绸,17,sī1 chóu2,N,silk
中式,17,zhōng1 shì4,A,Chinese style
了不起,17,liǎo3 bu5 qǐ3,IE,amazing; terrific; extraordinary
公分,17,gōng1 fēn1,N,centimeter
公园,17,gōng1 yuán2,N,park
双,17,shuāng1,M,pair
合适,17,hé2 shì4,A,suitable; appropriate; right
售,17,shòu4,V,sell
售货员,17,shòu4 huò4 yuán2,N,shop assistant; salesclerk
商店,17,shāng1 diàn4,N,shop; store
太极拳,17,tài4 jí2 quán2,N,Taiji Boxing
头发,17,tóu2 fa5,N,hair
套,17,tào4,M,set; suit; suite
小时,17,xiǎo3 shí2,N,hour
差,17,chà4,A,not up to standard; poor; bad
已经,17,yǐ3 jīng1,Adv,already
布,17,bù4,N,cloth; fabric
帅,17,shuài4,A,handsome; smart
店,17,diàn4,N,shop; store
式,17,shì4,N,type; style
总是,17,zǒng3 shì4,Adv,always
打折,17,dǎ3 zhé2,VO,sell at a discount; give a disount
料子,17,liào4 zi5,N,material for making clothing
旗袍,17,qí2 páo2,N,cheongsam; long formal dress with a slit skirt
极了,17,jí(le)2,Adv,extremely
样子,17,yàng4 zi5,N,shape; sample; model; pattern
比,17,bǐ3,Prep,than (indicating comparison)
白,17,bái2,A,white
相声,17,xiàng4 shēng1,N,comic dialogue; repartee
短,17,duǎn3,A,short
绿,17,lǜ4,A,green
薄,17,báo2,A,thin
衬衫,17,chèn4 shān1,N,shirt
裤子,17,kù4 zi5,N,trousers; pants
西服,17,xī1 fú2,N,western-style clothes; suit
觉得,17,jué2 de5,V,feel; think
试,17,shì4,V,try on; have a try
货,17,huò4,N,goods
走,17,zǒu3,V,walk; go
过去,17,guò4 qù4,V,to pass
鞋子,17,xié2 zi5,N,shoes
页,17,yè4,M,page
颜色,17,yán2 sè4,N,color
麻烦,17,má2 fan5,V,bother someone; trouble someone
黑,17,hēi1,A,black
乘,18,chéng2,V,to ride
乘客,18,chéng2 kè4,N,passenger
些,18,xiē1,M,some
信封,18,xìn4 fēng1,N,envelope
像,18,xiàng4,V,to seem; to look as if; to appear; to be alike; to take after
公共,18,gōng1 gòng4,A,public; common; communal
公共汽车,18,gōng1 gòng4 qìchē1,N,bus
公斤,18,gōng1 jīn1,M,kilogram
准备,18,zhǔn3 bèi4,N,preparation/prepare; get ready
别,18,bié2,Adv,don't
前门,18,qián2 mén2,PN,Qianmen (place in Beijing)
包,18,bāo1,V,wrap
包裹,18,bāo1 guǒ3,N,parcel; package
单,18,dān1,N,"sheet, paper"
取,18,qǔ3,V,take; get; fetch
咱们,18,zán2 men5,Pr,we; us
地铁,18,dì4 tiě3,N,underground railway; subway
大家,18,dà4 jiā1,Pr,all; everybody
好像,18,hǎo3 xiàng4,V,to seem; to be like
孙子,18,sūn1 zi5,N,grandson
客,18,kè4,N,visitor; guest
客气,18,kè4 qi5,A,polite; curteous
封,18,fēng1,M,(measure word for letter)
建国门,18,jiàn4 guó2 mén2,PN,Jianguo Men (place in Beijing)
往,18,wǎng3,Prep,to; toward
护照,18,hù4 zhào4,N,passport
收票员,18,shòu4 piào4 yuán2,N,ticket seller; conductor
放心,18,fàng4 xīn1,VO,set one's mind at rest; be at ease; feel relieved
旧,18,jiù4,A,old; past; used
汽车,18,qì4 chē1,N,automobile; motor vehicle; car
海,18,hǎi3,N,sea; big lake
海关,18,hǎi3 guān1,N,customhouse; customs
海运,18,hǎi3 yùn4,N,sea transporation; ocean shipping; ocean freight
然后,18,rán2 hòu4,Adv,then
票,18,piào4,N,ticket
空,18,kōng1,N,sky; air
站,18,zhàn4,N,station; stop
糟糕,18,zāo1 gāo1,A,in a wretched state; in a mess; too bad
纪念,18,jì4 niàn4,N,commemorate
经过,18,jīng1 guò4,V,to pass; to go through
航空,18,háng2 kōng1,N,aviation
记,18,jì4,V,remember; bear in mind
贴,18,tiē1,V,to stick; to paste
费,18,fèi4,N,fee; expenses; charge
路,18,lù4,N,route
通知,18,tōng1 zhī1,V,notify; inform/notification
通知单,18,tōng1 zhī1 dān1,N,advice note; letter of notice
邮票,18,yóu2 piào4,N,stamp
邮费,18,yóu2 fèi4,N,postage
里边,18,lǐ3 bian5,N,in; inside; within
错,18,cuò4,A,wrong; erroneous
门,18,mén2,N,door; gate; entrance
一样,19,yí2 yàng4,A,the same; alike
不敢当,19,bù4 gǎn3 dāng1,IE,I really don't deserve this
业余,19,yè4 yú2,N,spare time; amateur
中国画,19,zhōng1 guó2 huà4,N,traditional Chinese Painting
主要,19,zhǔ3 yào4,A,main
书法,19,shū1 fǎ3,N,handwriting; calligraphy
减肥,19,jiǎn3 féi2,VO,reduce; be on a diet
别的,19,bié2 de5,Pr,other
匹,19,pǐ3,M,(measure word for horses)
只,19,zhǐ3,Adv,only
唱,19,chàng4,V,to sing
墨,19,mò4,N,Chinese ink
孩子,19,hái2 zi5,N,child; children
它,19,tā1,Pr,it
它们,19,tā1 men5,Pr,"they (refering to things, animals)"
家,19,jiā1,N,specialist
幅,19,fú2,M,"(measure word for paintings, cloth)"
开玩笑,19,kāi1 wán2 xiào4,VO,crack a joke; make fun of
开门,19,kāi1 mén2,VO,open the door; begin a day's business
徐悲鸿,19,xú2 bēi1 hóng2,PN,(name of a well-known Chinese painter)
想像,19,xiǎng3 xiàng4,V,imagine
教育,19,jiào4 yù4,V,teach; educate
材料,19,cái2 liào4,N,material
样,19,yàng4,M,type; the likes of
油,19,yóu2,N,oil
油彩,19,yóu2 cǎi3,N,greasepaint
油画,19,yóu2 huà4,N,oil painting
游,19,yóu2,V,swim
爱好,19,ài4 hào4,N,hobby/to like
生气,19,shēng1 qì4,VO,get angry; take offense
电梯,19,diàn4 tī1,N,elevator
画,19,huà4,V,to paint
画儿,19,huàr4,N,painting
画家,19,huà4 jiā1,N,painter; artist
瘦,19,shòu4,A,thin
空白,19,kòng4 bái2,N,blank space
管,19,guǎn3,V,to discipline
纸,19,zhǐ3,N,paper
美术馆,19,měi3 shù4 guǎn3,N,art gallery
老,19,lǎo3,A,old; experienced
自行车,19,zì4 xíng2 chē1,N,bicycle
节目,19,jié2 mù4,N,program
虾,19,xiā1,N,shrimp
观点,19,guān1 diǎn3,N,opinion
跑,19,pǎo3,V,run
跑步,19,pǎo3 bù4,VO,run; jog
远,19,yuǎn3,A,far
钢琴,19,gāng1 qín2,N,piano
风,19,fēng1,N,wind
马虎,19,mǎ3 hu5,A,careless
马马虎虎,19,mǎ3 mǎ3 hū1 hū1,A,so-so; careless
骑,19,qí2,V,to ride (a horse or bike); to sit on the back of
齐白石,19,qí2 báishí2,PN,(name of a well-known Chinese painter)
万事如意,20,wàn4 shì4 rú2 yì4,IE,may all your wishes come true
乐器,20,yuè4 qì4,N,musical instrument
乐曲,20,yuè4 qǔ3,N,musical composition
习惯,20,xí2 guàn4,V,be accustomed to/habit
出发,20,chū1 fā1,V,set out; start off
出租,20,chū1 zū1,V,hire; rent
出租车,20,chū1 zū1 chē1,N,taxi; cab
化妆,20,huà4 zhuāng1,VO,put on makeup
又,20,yòu4,Adv,again
器,20,qì4,N,utensil
因为,20,yīn1 wèi4,Conj,because
多余,20,duō1 yú2,A,superfluous; uncalled for; surplus
夜,20,yè4,N,night
妆,20,zhuāng1,N,makeup
小学,20,xiǎo3 xué2,N,primary school; elementary school
幸福,20,xìng4 fú2,A,happy
开,20,kāi1,V,drive; operate
开车,20,kāi1 chē1,VO,drive a car
恭喜,20,gōng1 xǐ3,IE,congratulations
或者,20,huò4 zhě3,Conj,or
所以,20,suǒ3 yǐ3,Conj,so
揍,20,zòu4,V,play a musical instrument
文章,20,wén2 zhāng1,N,essay; article
新年,20,xīn1 nián2,N,new year
旁边,20,páng2 biān1,N,side
春,20,chūn1,N,spring
春江花月夜,20,chūn1 jiāng1 huā1 yuèyè4,PN,"(a famous, traditional Chinese music composition)"
曲,20,qǔ3,N,tune; melody
最,20,zuì4,Adv,the most
月,20,yuè4,N,moon
正式,20,zhèng4 shì4,A,formal
民乐,20,mín2 yuè4,N,folk music played with traditional instruments
民族,20,mín2 zú2,N,nation; nationality
江,20,jiāng1,N,river
涮,20,shuàn4,V,cook thin slices of meat in boiling water
涮羊肉,20,shuàn4 yáng2 ròu4,N,thin slices of mutton boiled in water
添,20,tiān1,V,add
演奏,20,yǎn3 zòu4,V,give an instrumental performance
火,20,huǒ3,N,fire; heat
火车,20,huǒ3 chē1,N,train
火锅,20,huǒ3 guō1,N,hotpot
热,20,rè4,A,hot
照相,20,zhào4 xiàng4,VO,take a picture; to photograph
照相机,20,zhào4 xiàng4 jī1,N,camera
着急,20,zháo2 jí2,VO,feel anxious/anxious
篇,20,piān1,M,(measure word for essays and articles)
羊,20,yáng2,N,sheep
肉,20,ròu4,N,meat
脚,20,jiǎo3,N,foot
花儿,20,huār1,N,flower
花,20,huā1,N,flower
蛇,20,shé2,N,snake
西,20,xī1,N,west
西方,20,xī1 fāng1,N,western; the West
足,20,zú2,N,foot
路上,20,lù4 shang5,VO,on the road; on the way
辆,20,liàng4,M,(measure word for vehicles)
过去,20,guò4 qù4,N,in or of the past
郊区,20,jiāo1 qū1,N,suburb; outskirts
锅,20,guō1,N,pot; pan
音乐会,20,yīn1 yuè4 huì4,N,concert
音乐厅,20,yīn1 yuè4 tīng1,N,concert hall
饭馆,20,fàn4 guǎn3,N,restaurant
